,s.no.,name,"cmp
rs.",p/e,"marcap
rs.cr.","divyld
%","npqtr
rs.cr.","qtrprofitvar
%","salesqtr
rs.cr.","qtrsalesvar
%","roce
%",tmp1,tmp2,tmp3,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9,tmp10,L_Prc,H_Prc,B_Prc,H_Prc_date,B_Prc_date,Prof_marg_days,Prof%,C_Prof%
1276,212,Mindspace Busine,345.99,50.47,20517.84,,120.1,91.85,424.4,52.88,6.48,,345.49,,,350.99,345.99,349.99,,,,345.49,350.99,345.49,2022-02-04,2022-02-04,0 days,1.592,0.145
1277,820,BF Investment,346.8,4.06,1306.04,0,40.47,70.76,5.98,13.26,14.26,,346.3,,,351.8,346.8,350.8,,,,346.3,351.8,346.3,2022-02-04,2022-02-04,0 days,1.588,0.144
1278,1516,Hind.Adhesive,347.65,19.23,178.01,0,1.94,12.79,103.36,138.54,17,,347.15,,,352.65,347.65,351.65,,,,347.15,352.65,347.15,2022-02-04,2022-02-04,0 days,1.584,0.144
1279,338,Shyam Metalics,348.1,6.02,8879.32,0.75,414.18,159.22,2494.34,86.82,26.67,,347.6,,,353.1,348.1,352.1,,,,347.6,353.1,347.6,2022-02-04,2022-02-04,0 days,1.582,0.144
1280,38,Vedanta,348.9,6.48,129693.04,9.16,4164,26.56,34097,49.98,19.69,,348.4,,,353.9,348.9,352.9,,,,348.4,353.9,348.4,2022-02-04,2022-02-04,0 days,1.579,0.144
1281,1009,Likhitha Infra.,348.8,15.97,688.02,0.43,10.38,93.3,58.81,41.81,34.86,,348.3,,,353.8,348.8,352.8,,,,348.3,353.8,348.3,2022-02-04,2022-02-04,0 days,1.579,0.144
1282,1505,KG Petrochem,350,6.87,182.71,0,5.35,-32.96,74.57,10.28,10.59,,349.5,,,355,350,354,,,,349.5,355,349.5,2022-02-04,2022-02-04,0 days,1.574,0.143
1283,512,Advanced Enzyme,350.5,27.46,3918.35,0.27,29.7,-20.14,127.08,5.56,22.81,,350,,,355.5,350.5,354.5,,,,350,355.5,350,2022-02-04,2022-02-04,0 days,1.571,0.143
1284,1056,Sr.Rayala.Hypo,350.65,8.63,601.86,0.89,20.67,27.83,271.16,33.41,20.85,,350.15,,,355.65,350.65,354.65,,,,350.15,355.65,350.15,2022-02-04,2022-02-04,0 days,1.571,0.143
1285,1187,Precot,351.1,4.94,421.32,0,30.96,451.87,252.61,41.02,10.25,,350.6,,,356.1,351.1,355.1,,,,350.6,356.1,350.6,2022-02-04,2022-02-04,0 days,1.569,0.143
1286,1038,Enkei Wheels,352.5,58.07,633.61,0,4.88,268.28,119.23,57.23,-5.66,,352,,,357.5,352.5,356.5,,,,352,357.5,352,2022-02-04,2022-02-04,0 days,1.562,0.142
1287,269,IIFL Finance,353.8,12.02,13426.24,0.97,309.7,15.42,1798.12,20.79,10.31,,353.3,,,358.8,353.8,357.8,,,,353.3,358.8,353.3,2022-02-04,2022-02-04,0 days,1.557,0.142
1288,956,Faze Three,353.8,21.84,860.4,0,13.57,122.46,121.21,51.29,13.61,,353.3,,,358.8,353.8,357.8,,,,353.3,358.8,353.3,2022-02-04,2022-02-04,0 days,1.557,0.142
1289,1060,Rama Steel Tubes,353.8,23.72,594.14,0,7.09,105.51,192.99,48.57,12.58,,353.3,,,358.8,353.8,357.8,,,,353.3,358.8,353.3,2022-02-04,2022-02-04,0 days,1.557,0.142
1290,1185,Raghuvansh Agro.,354,110.15,421.88,0,0,,0,,11.17,,353.5,,,359,354,358,,,,353.5,359,353.5,2022-02-04,2022-02-04,0 days,1.556,0.141
1291,1137,D P Wires,354.1,15.81,480.46,0,8.43,11.36,160.34,11.7,28.88,,353.6,,,359.1,354.1,358.1,,,,353.6,359.1,353.6,2022-02-04,2022-02-04,0 days,1.555,0.141
1292,1624,Shilchar Tech.,355,20.14,135.29,0.42,4.56,80.24,45.67,34.28,12.51,,354.5,,,360,355,359,,,,354.5,360,354.5,2022-02-04,2022-02-04,0 days,1.551,0.141
1293,1620,Bimetal Bearings,355,20.37,135.96,2.25,0.68,-62.22,49.66,33.75,2.45,,354.5,,,360,355,359,,,,354.5,360,354.5,2022-02-04,2022-02-04,0 days,1.551,0.141
1294,992,Lincoln Pharma.,358.55,10.79,718.15,0.42,23.02,10.09,127.47,1.12,24.61,,358.05,,,363.55,358.55,362.55,,,,358.05,363.55,358.05,2022-02-04,2022-02-04,0 days,1.536,0.14
1295,1576,Suryalata Spg.,360,4.64,153.62,0.55,7.16,1137.68,121.78,61.08,16.47,,359.5,,,365,360,364,,,,359.5,365,359.5,2022-02-04,2022-02-04,0 days,1.53,0.139
1297,1259,Goa Carbon,360.55,28.5,329.91,0,6.16,222.47,150.51,71.05,4.99,,360.05,,,365.55,360.55,364.55,,,,360.05,365.55,360.05,2022-02-04,2022-02-04,0 days,1.528,0.139
1296,1069,Axtel Industries,360.6,45.43,582.53,1.66,2.06,-62.96,26.5,-34.01,42.6,,360.1,,,365.6,360.6,364.6,,,,360.1,365.6,360.1,2022-02-04,2022-02-04,0 days,1.527,0.139
1298,1508,United Nilgiri,362.1,14.17,180.91,0.74,4.33,43.85,18.77,6.65,8.52,,361.6,,,367.1,362.1,366.1,,,,361.6,367.1,361.6,2022-02-04,2022-02-04,0 days,1.521,0.138
1299,815,Chemcon Special.,363,22.16,1329.66,0,14.57,-6.48,61.24,-0.49,28.89,,362.5,,,368,363,367,,,,362.5,368,362.5,2022-02-04,2022-02-04,0 days,1.517,0.138
1300,1454,Eimco Elecon(I),363.75,42.24,209.89,1.39,1.81,-42.72,22.63,-29.39,4.64,,363.25,,,368.75,363.75,367.75,,,,363.25,368.75,363.25,2022-02-04,2022-02-04,0 days,1.514,0.138
1301,859,Genesys Intl.,363.85,194.41,1139.02,0,5.61,15.43,31.49,46.19,-9.97,,363.35,,,368.85,363.85,367.85,,,,363.35,368.85,363.35,2022-02-04,2022-02-04,0 days,1.514,0.138
1302,131,Max Healthcare,365.3,177.14,35419.01,0,73.25,424.34,449.95,59.6,3.55,,364.8,,,370.3,365.3,369.3,,,,364.8,370.3,364.8,2022-02-04,2022-02-04,0 days,1.508,0.137
1303,669,Mrs Bectors,366.5,33.21,2155.59,0.65,18.09,-21.31,246.26,7.94,21.05,,366,,,371.5,366.5,370.5,,,,366,371.5,366,2022-02-04,2022-02-04,0 days,1.503,0.137
1304,632,Subros,368,57.03,2400.68,0.19,7.55,-72.48,547.62,-9.31,8.33,,367.5,,,373,368,372,,,,367.5,373,367.5,2022-02-04,2022-02-04,0 days,1.497,0.136
1305,518,Tinplate Co.,368.35,13.07,3855.52,0.54,94.94,189.27,1179.51,91.75,17.14,,367.85,,,373.35,368.35,372.35,,,,367.85,373.35,367.85,2022-02-04,2022-02-04,0 days,1.495,0.136
1306,701,Apcotex Industri,370.85,21.23,1922.67,0.95,23.78,43.25,250.8,52.4,19.8,,370.35,,,375.85,370.85,374.85,,,,370.35,375.85,370.35,2022-02-04,2022-02-04,0 days,1.485,0.135
1307,1478,Sh. Ajit Pulp,371,5.84,198.72,0.26,5.92,33.94,101.61,54.99,20.72,,370.5,,,376,371,375,,,,370.5,376,370.5,2022-02-04,2022-02-04,0 days,1.484,0.135
1308,1997,Hindustan Hardy,371,10.17,55.68,0.53,1.63,111.69,18.14,60.25,33.87,,370.5,,,376,371,375,,,,370.5,376,370.5,2022-02-04,2022-02-04,0 days,1.484,0.135
1309,132,Embassy Off.REIT,372.3,53.79,35290.06,0,208.21,-3.07,740.93,31.07,4.22,,371.8,,,377.3,372.3,376.3,,,,371.8,377.3,371.8,2022-02-04,2022-02-04,0 days,1.479,0.134
1310,623,Dhampur Sugar,372.6,11.4,2473.57,1.6,26.25,-6.78,762.55,-18.12,13.67,,372.1,,,377.6,372.6,376.6,,,,372.1,377.6,372.1,2022-02-04,2022-02-04,0 days,1.478,0.134
1311,690,Indian Metals,372.6,4.71,2010.35,1.42,122.12,276.68,655.22,54,14.67,,372.1,,,377.6,372.6,376.6,,,,372.1,377.6,372.1,2022-02-04,2022-02-04,0 days,1.478,0.134
1312,569,Kirl. Brothers,374,17.27,2969.89,0.79,6,-76.65,751.3,17.02,15.34,,373.5,,,379,374,378,,,,373.5,379,373.5,2022-02-04,2022-02-04,0 days,1.473,0.134
1313,771,Aptech,374.4,46.01,1546.32,0.61,12.75,76.35,37.21,43.61,6.02,,373.9,,,379.4,374.4,378.4,,,,373.9,379.4,373.9,2022-02-04,2022-02-04,0 days,1.471,0.134
1314,1528,ADC India,375.05,25.4,172.52,0.67,1.79,326.19,33.27,228.75,12.62,,374.55,,,380.05,375.05,379.05,,,,374.55,380.05,374.55,2022-02-04,2022-02-04,0 days,1.468,0.133
1315,731,Heritage Foods,375.15,16.05,1740.6,1.34,20.82,-20.99,667.03,10.27,31.09,,374.65,,,380.15,375.15,379.15,,,,374.65,380.15,374.65,2022-02-04,2022-02-04,0 days,1.468,0.133
1316,57,B P C L,378.3,6.04,82062.85,11.57,2805.09,73.19,95326,44.27,17.95,,377.8,,,383.3,378.3,382.3,,,,377.8,383.3,377.8,2022-02-04,2022-02-04,0 days,1.456,0.132
1317,547,Nirlon,378.35,28,3409.69,2.11,33.76,1.08,79.35,-0.84,12.75,,377.85,,,383.35,378.35,382.35,,,,377.85,383.35,377.85,2022-02-04,2022-02-04,0 days,1.456,0.132
1318,1502,Milkfood,378.4,95.87,185.04,0,2.5,95.31,61.69,-19.16,5.95,,377.9,,,383.4,378.4,382.4,,,,377.9,383.4,377.9,2022-02-04,2022-02-04,0 days,1.455,0.132
1319,1153,Gandhi Spl. Tube,380,9.87,461.77,2.35,10.87,33.54,37.06,44.43,29.72,,379.5,,,385,380,384,,,,379.5,385,379.5,2022-02-04,2022-02-04,0 days,1.449,0.132
1320,1681,Galaxy Bearings,380,12.19,120.84,0,3.14,50.96,24.92,54.49,23.94,,379.5,,,385,380,384,,,,379.5,385,379.5,2022-02-04,2022-02-04,0 days,1.449,0.132
1321,61,Ambuja Cements,381.05,22.71,75662.99,4.72,665.81,7.08,6647.13,7.74,18.29,,380.55,,,386.05,381.05,385.05,,,,380.55,386.05,380.55,2022-02-04,2022-02-04,0 days,1.445,0.131
1322,850,EIH Assoc.Hotels,381.65,127.24,1162.88,0,16,11328.57,76.65,108.17,-9.43,,381.15,,,386.65,381.65,385.65,,,,381.15,386.65,381.15,2022-02-04,2022-02-04,0 days,1.443,0.131
1323,1044,Control Print,381.9,17.08,623.7,2.22,9.33,21.96,61.58,12.7,17.47,,381.4,,,386.9,381.9,385.9,,,,381.4,386.9,381.4,2022-02-04,2022-02-04,0 days,1.442,0.131
1324,918,Dharamsi Morarji,382.25,35.74,953.3,0.52,3.66,-68.66,72.53,45.73,19.3,,381.75,,,387.25,382.25,386.25,,,,381.75,387.25,381.75,2022-02-04,2022-02-04,0 days,1.441,0.131
1325,1014,Rama Phosphates,382.45,8.77,676.55,0.54,21.48,87.27,240.1,58.57,29.4,,381.95,,,387.45,382.45,386.45,,,,381.95,387.45,381.95,2022-02-04,2022-02-04,0 days,1.44,0.131
1326,847,Sigachi Indust.,383.75,38.94,1179.72,0,8.99,48.35,54.95,25.49,37.82,,383.25,,,388.75,383.75,387.75,,,,383.25,388.75,383.25,2022-02-04,2022-02-04,0 days,1.435,0.13
1327,1033,Ruby Mills,384.05,20.05,642.2,0.2,4.07,473.39,45.83,211.98,3.86,,383.55,,,389.05,384.05,388.05,,,,383.55,389.05,383.55,2022-02-04,2022-02-04,0 days,1.434,0.13
1328,920,Nahar Poly,386.7,12.57,950.79,0.39,23.21,45.61,104.37,36.22,14.02,,386.2,,,391.7,386.7,390.7,,,,386.2,391.7,386.2,2022-02-04,2022-02-04,0 days,1.424,0.129
1329,219,Aptus Value Hou.,387,88.27,19230.71,0,84.6,50.19,175.46,29.11,12.2,,386.5,,,392,387,391,,,,386.5,392,386.5,2022-02-04,2022-02-04,0 days,1.423,0.129
1330,1584,DRC Systems,388,154.62,149.98,0,0.07,117.07,4.29,-11,-13.56,,387.5,,,393,388,392,,,,387.5,393,387.5,2022-02-04,2022-02-04,0 days,1.419,0.129
1331,954,D. P. Abhushan,388,21.95,863.5,0,15.83,81.54,668.11,61.27,22.49,,387.5,,,393,388,392,,,,387.5,393,387.5,2022-02-04,2022-02-04,0 days,1.419,0.129
1332,102,Biocon,388.1,66.4,46595.35,0,187.1,10.97,2174.2,17.06,10.33,,387.6,,,393.1,388.1,392.1,,,,387.6,393.1,387.6,2022-02-04,2022-02-04,0 days,1.419,0.129
1333,489,La Opala RG,388.1,48.58,4307.91,0.38,32.49,28.37,108.59,38.53,10.4,,387.6,,,393.1,388.1,392.1,,,,387.6,393.1,387.6,2022-02-04,2022-02-04,0 days,1.419,0.129
1334,647,T.V. Today Netw.,388.95,13.23,2320.8,0.64,46.98,69.36,225.99,27.89,20.64,,388.45,,,393.95,388.95,392.95,,,,388.45,393.95,388.45,2022-02-04,2022-02-04,0 days,1.416,0.129
1335,605,Gravita India,389.5,22.52,2689.1,0.81,39.32,149.65,556.61,48.98,19.7,,389,,,394.5,389.5,393.5,,,,389,394.5,389,2022-02-04,2022-02-04,0 days,1.414,0.129
1336,1253,Permanent Magnet,390,16.47,335.4,0.25,4.63,29.33,31.5,-1.38,39.48,,389.5,,,395,390,394,,,,389.5,395,389.5,2022-02-04,2022-02-04,0 days,1.412,0.128
1337,1275,PG Foils,390,8.5,316.27,0.51,16.97,222.01,102.52,56.5,7.43,,389.5,,,395,390,394,,,,389.5,395,389.5,2022-02-04,2022-02-04,0 days,1.412,0.128
1338,951,Balmer Law. Inv.,391.1,12.92,868.25,9.73,64.37,-20.39,64.96,-20.27,48.66,,390.6,,,396.1,391.1,395.1,,,,390.6,396.1,390.6,2022-02-04,2022-02-04,0 days,1.408,0.128
1339,555,Fino Payments,391.4,154.28,3256.97,0,14.1,116.26,9.82,95.23,6.58,,390.9,,,396.4,391.4,395.4,,,,390.9,396.4,390.9,2022-02-04,2022-02-04,0 days,1.407,0.128
1340,217,Sumitomo Chemi.,393.05,53.08,19618.92,0.2,155.1,-1.92,909.9,0.8,32.27,,392.55,,,398.05,393.05,397.05,,,,392.55,398.05,392.55,2022-02-04,2022-02-04,0 days,1.401,0.127
1341,741,Sangam India,393.2,14.14,1707.31,0.25,43.65,482.78,646.13,47.44,4.4,,392.7,,,398.2,393.2,397.2,,,,392.7,398.2,392.7,2022-02-04,2022-02-04,0 days,1.401,0.127
1342,904,Zota Health Care,394.7,205.2,993.08,0.25,3.21,1237.5,35.39,25.63,-1.91,,394.2,,,399.7,394.7,398.7,,,,394.2,399.7,394.2,2022-02-04,2022-02-04,0 days,1.395,0.127
1343,530,Indoco Remedies,395,26.15,3639.98,0.38,32.97,31.15,357.76,7.78,15.62,,394.5,,,400,395,399,,,,394.5,400,394.5,2022-02-04,2022-02-04,0 days,1.394,0.127
1344,872,Mangalam Cement,396.1,9.08,1089.15,0.38,11.07,-29.17,375.74,15.74,19.07,,395.6,,,401.1,396.1,400.1,,,,395.6,401.1,395.6,2022-02-04,2022-02-04,0 days,1.39,0.126
1345,474,Borosil,396.6,78.33,4527.37,0.26,25.09,178.49,199.18,57.52,8.43,,396.1,,,401.6,396.6,400.6,,,,396.1,401.6,396.1,2022-02-04,2022-02-04,0 days,1.389,0.126
1346,974,Beekay Steel Ind,397.1,5.41,757.35,0.26,30.45,82.88,292.09,54.36,18.06,,396.6,,,402.1,397.1,401.1,,,,396.6,402.1,396.6,2022-02-04,2022-02-04,0 days,1.387,0.126
1347,848,5Paisa Capital,397.85,77.05,1170.32,0,0.74,-76.8,80.05,61.49,10.82,,397.35,,,402.85,397.85,401.85,,,,397.35,402.85,397.35,2022-02-04,2022-02-04,0 days,1.384,0.126
1348,582,Somany Home Inn.,398.6,31.36,2881.72,0.07,24.88,27.85,616.69,45.05,21.78,,398.1,,,403.6,398.6,402.6,,,,398.1,403.6,398.1,2022-02-04,2022-02-04,0 days,1.382,0.126
1349,1138,Prevest Denpro,399,64.38,478.92,0,,,,,46.78,,398.5,,,404,399,403,,,,398.5,404,398.5,2022-02-04,2022-02-04,0 days,1.38,0.125
1350,710,Gulshan Polyols,399.1,19.73,1872.41,0.25,28.48,66.26,277.28,32.92,25.34,,398.6,,,404.1,399.1,403.1,,,,398.6,404.1,398.6,2022-02-04,2022-02-04,0 days,1.38,0.125
1351,1470,Talbros Engg.,399.9,11.37,203.02,0.38,6.18,93.73,88.36,42.15,14.71,,399.4,,,404.9,399.9,403.9,,,,399.4,404.9,399.4,2022-02-04,2022-02-04,0 days,1.377,0.125
1352,1156,Supershakti Met.,400,35.44,461.01,0.12,,,,,14.07,,399.5,,,405,400,404,,,,399.5,405,399.5,2022-02-04,2022-02-04,0 days,1.377,0.125
1353,944,Vimta Labs,400.15,23.4,884.32,0.5,11.57,44.44,66.68,14.59,14.24,,399.65,,,405.15,400.15,404.15,,,,399.65,405.15,399.65,2022-02-04,2022-02-04,0 days,1.376,0.125
1354,946,Onward Technolog,401,39.04,883.01,0.76,4.98,111.91,77.26,33.6,11.88,,400.5,,,406,401,405,,,,400.5,406,400.5,2022-02-04,2022-02-04,0 days,1.373,0.125
1355,198,LIC Housing Fin.,401.4,14.01,22079.54,2.13,770.24,6.82,5064.27,3.12,8.13,,400.9,,,406.4,401.4,405.4,,,,400.9,406.4,400.9,2022-02-04,2022-02-04,0 days,1.372,0.125
1356,49,DLF,401.95,56.88,99495.17,0.5,379.48,21.97,1549.7,0.43,4.29,,401.45,,,406.95,401.95,405.95,,,,401.45,406.95,401.45,2022-02-04,2022-02-04,0 days,1.37,0.125
1357,1186,Suyog Telematics,402,14.08,421.4,0,11.54,24.35,37.51,15.56,25.82,,401.5,,,407,402,406,,,,401.5,407,401.5,2022-02-04,2022-02-04,0 days,1.37,0.125
1358,426,Kalpataru Power,402.55,12.06,5994.32,2.48,83,-36.99,3549,17.05,18.59,,402.05,,,407.55,402.55,406.55,,,,402.05,407.55,402.05,2022-02-04,2022-02-04,0 days,1.368,0.124
1359,832,Ramco Systems,403.95,363.23,1242.27,0,-12.9,-177.2,140.71,-11.96,15.88,,403.45,,,408.95,403.95,407.95,,,,403.45,408.95,403.45,2022-02-04,2022-02-04,0 days,1.363,0.124
1360,689,Vidhi Specialty,404,40.03,2017.77,0.2,14.48,92.55,127.62,159.76,28.91,,403.5,,,409,404,408,,,,403.5,409,403.5,2022-02-04,2022-02-04,0 days,1.363,0.124
1361,159,Indraprastha Gas,404.35,19.5,28304.53,0.87,418.63,10.04,1831.19,40.27,23.96,,403.85,,,409.35,404.35,408.35,,,,403.85,409.35,403.85,2022-02-04,2022-02-04,0 days,1.362,0.124
1362,976,HP Adhesives,408.35,74.6,750.32,0,,,,,33.76,,407.85,,,413.35,408.35,412.35,,,,407.85,413.35,407.85,2022-02-04,2022-02-04,0 days,1.349,0.123
1363,236,Chambal Fert.,408.7,11.32,17010.4,1.84,435.06,-7.64,4743.33,22.48,20.18,,408.2,,,413.7,408.7,412.7,,,,408.2,413.7,408.2,2022-02-04,2022-02-04,0 days,1.347,0.122
1364,831,SJS Enterprises,409.4,25.71,1246.13,0,,,,,21.79,,408.9,,,414.4,409.4,413.4,,,,408.9,414.4,408.9,2022-02-04,2022-02-04,0 days,1.345,0.122
1365,277,Elgi Equipments,410.4,91.85,13005.94,0.2,51.62,55.25,652.04,35.77,13.08,,409.9,,,415.4,410.4,414.4,,,,409.9,415.4,409.9,2022-02-04,2022-02-04,0 days,1.342,0.122
1366,170,Crompton Gr. Con,411,39.29,25814.86,1.33,148.12,0.47,1410.19,6.58,35.61,,410.5,,,416,411,415,,,,410.5,416,410.5,2022-02-04,2022-02-04,0 days,1.34,0.122
1367,628,Gokaldas Exports,411.1,33.58,2424.41,0,30.11,397.69,520.61,96.43,8.22,,410.6,,,416.1,411.1,415.1,,,,410.6,416.1,410.6,2022-02-04,2022-02-04,0 days,1.34,0.122
1368,1482,Sar Auto Prod.,411.2,178.11,195.93,0,0.26,188.89,2.34,87.2,4.24,,410.7,,,416.2,411.2,415.2,,,,410.7,416.2,410.7,2022-02-04,2022-02-04,0 days,1.339,0.122
1369,430,Suprajit Engg.,413.2,29.72,5718.08,0.42,49.55,9.4,493.67,11.4,16.55,,412.7,,,418.2,413.2,417.2,,,,412.7,418.2,412.7,2022-02-04,2022-02-04,0 days,1.333,0.121
1370,322,Jindal Stain. Hi,413.7,6.71,9760.59,0,497.47,212.18,3743.08,62.85,24.54,,413.2,,,418.7,413.7,417.7,,,,413.2,418.7,413.2,2022-02-04,2022-02-04,0 days,1.331,0.121
1371,380,Praj Industries,414.45,56.1,7612.31,0.5,33.33,192.63,532.41,104.58,15.21,,413.95,,,419.45,414.45,418.45,,,,413.95,419.45,413.95,2022-02-04,2022-02-04,0 days,1.329,0.121
1372,856,Bajaj Healthcare,415.45,15.25,1146.58,0.21,17.45,-33.95,167.57,-6.03,35.91,,414.95,,,420.45,415.45,419.45,,,,414.95,420.45,414.95,2022-02-04,2022-02-04,0 days,1.325,0.12
1373,591,Ahluwalia Contr.,415.55,22.76,2783.67,0,35.78,99.33,698.01,60.64,15.88,,415.05,,,420.55,415.55,419.55,,,,415.05,420.55,415.05,2022-02-04,2022-02-04,0 days,1.325,0.12
1374,953,Waaree Renewab.,416,1124.48,865.89,0,4.3,854.39,11.3,1102.13,7.25,,415.5,,,421,416,420,,,,415.5,421,415.5,2022-02-04,2022-02-04,0 days,1.324,0.12
1375,1024,Roto Pumps,416.9,26.59,654.7,0.42,7.18,1.13,37.42,23.87,23.14,,416.4,,,421.9,416.9,420.9,,,,416.4,421.9,416.4,2022-02-04,2022-02-04,0 days,1.321,0.12
1376,450,Hikal,418.95,27.72,5165.77,0.47,44.06,63.49,469.06,26.12,16.14,,418.45,,,423.95,418.95,422.95,,,,418.45,423.95,418.45,2022-02-04,2022-02-04,0 days,1.314,0.119
1378,114,Cadila Health.,419.5,8.71,42946.04,0.83,3002.3,549.52,3784.8,3.44,14.79,,419,,,424.5,419.5,423.5,,,,419,424.5,419,2022-02-04,2022-02-04,0 days,1.313,0.119
1377,347,Balrampur Chini,419.55,18.64,8560.5,0.6,64.13,138.49,1212.15,13.06,16.53,,419.05,,,424.55,419.55,423.55,,,,419.05,424.55,419.05,2022-02-04,2022-02-04,0 days,1.312,0.119
1379,1544,Sundaram Brake,420.65,31.85,165.32,0,-0.55,-112.82,68.9,12.43,3.34,,420.15,,,425.65,420.65,424.65,,,,420.15,425.65,420.15,2022-02-04,2022-02-04,0 days,1.309,0.119
1380,1336,A.K.Capital Serv,421,3.28,277.85,1.44,20.33,25.34,81.91,23.47,10.15,,420.5,,,426,421,425,,,,420.5,426,420.5,2022-02-04,2022-02-04,0 days,1.308,0.119
1381,1349,Alphageo (India),421.45,7.08,268.24,1.96,-6.95,28.42,2.03,147.56,3.94,,420.95,,,426.45,421.45,425.45,,,,420.95,426.45,420.95,2022-02-04,2022-02-04,0 days,1.307,0.119
1382,112,Jindal Steel,422.35,6.03,43083.48,0,2584.22,208.9,13611.71,67.04,15.81,,421.85,,,427.35,422.35,426.35,,,,421.85,427.35,421.85,2022-02-04,2022-02-04,0 days,1.304,0.119
1383,814,TD Power Systems,427.6,24.46,1329.97,0.57,19.54,-7.01,179.81,6.69,11.38,,427.1,,,432.6,427.6,431.6,,,,427.1,432.6,427.1,2022-02-04,2022-02-04,0 days,1.288,0.117
1384,323,Zensar Tech.,430.5,25.9,9735.08,0.83,91,-15.01,1102.5,17.99,22.25,,430,,,435.5,430.5,434.5,,,,430,435.5,430,2022-02-04,2022-02-04,0 days,1.279,0.116
1385,1196,Amal,432,108.29,407.16,0,2.91,-20.49,16.06,75.71,34.2,,431.5,,,437,432,436,,,,431.5,437,431.5,2022-02-04,2022-02-04,0 days,1.275,0.116
1386,1367,NDR Auto Compon.,432.1,19.55,256.95,0.23,3.2,-37.01,55.43,81.2,6.4,,431.6,,,437.1,432.1,436.1,,,,431.6,437.1,431.6,2022-02-04,2022-02-04,0 days,1.274,0.116
1387,1111,Cosmo Ferrites,433.45,40.95,521.45,0,4.08,1341.67,34.75,81.84,6.77,,432.95,,,438.45,433.45,437.45,,,,432.95,438.45,432.95,2022-02-04,2022-02-04,0 days,1.27,0.115
1388,919,Quint Digital,433.85,322.83,952.33,0,1.83,10.91,9.6,83.21,-2.98,,433.35,,,438.85,433.85,437.85,,,,433.35,438.85,433.35,2022-02-04,2022-02-04,0 days,1.269,0.115
1389,401,RHI Magnesita,434,39.12,6987.28,0.58,42.83,32.72,431.39,24.57,23.35,,433.5,,,439,434,438,,,,433.5,439,433.5,2022-02-04,2022-02-04,0 days,1.269,0.115
1390,1082,Systematix Corp.,435,80.65,564.65,0,4.41,-17.26,22.91,23.44,4.29,,434.5,,,440,435,439,,,,434.5,440,434.5,2022-02-04,2022-02-04,0 days,1.266,0.115
1391,588,Kirl.Pneumatic,435,34.67,2802.34,0.82,12.11,-8.74,227.28,26.05,15,,434.5,,,440,435,439,,,,434.5,440,434.5,2022-02-04,2022-02-04,0 days,1.266,0.115
1392,1376,Bharat Parenter.,436.5,10.9,252.05,0,8.02,24.34,60.4,1.39,19.64,,436,,,441.5,436.5,440.5,,,,436,441.5,436,2022-02-04,2022-02-04,0 days,1.261,0.115
1393,537,Dalmia Bharat,437.7,13,3543.17,0.66,59.23,6.62,728.06,1.19,14.5,,437.2,,,442.7,437.7,441.7,,,,437.2,442.7,437.2,2022-02-04,2022-02-04,0 days,1.258,0.114
1394,386,PNB Housing,440.3,9.5,7422.84,0,183.69,-17.73,1482.23,-20.85,8.74,,439.8,,,445.3,440.3,444.3,,,,439.8,445.3,439.8,2022-02-04,2022-02-04,0 days,1.251,0.114
1395,1232,AksharChem (I),440,18.81,353.47,0.79,5.23,56.12,89.47,33.68,6.23,,439.5,,,445,440,444,,,,439.5,445,439.5,2022-02-04,2022-02-04,0 days,1.251,0.114
1396,1034,Guj. Themis Bio.,441.9,16.05,642.01,0.47,13.79,21.5,35.05,28.86,66.9,,441.4,,,446.9,441.9,445.9,,,,441.4,446.9,441.4,2022-02-04,2022-02-04,0 days,1.246,0.113
1397,428,NIIT,445.65,29.01,5960.1,0.67,54.96,33.42,383.56,51.4,8.27,,445.15,,,450.65,445.65,449.65,,,,445.15,450.65,445.15,2022-02-04,2022-02-04,0 days,1.236,0.112
1398,869,Ritesh Propertie,447.3,58.54,1093.34,0,3.37,264.39,28.35,145.24,27.92,,446.8,,,452.3,447.3,451.3,,,,446.8,452.3,446.8,2022-02-04,2022-02-04,0 days,1.231,0.112
1399,388,Vaibhav Global,449.2,27.6,7364.6,1.1,69.55,-24.67,750.41,3.51,35.94,,448.7,,,454.2,449.2,453.2,,,,448.7,454.2,448.7,2022-02-04,2022-02-04,0 days,1.226,0.111
1400,1192,DIC India,449.7,28.67,412.78,1.33,3.05,-8.96,187.21,22.16,4.22,,449.2,,,454.7,449.7,453.7,,,,449.2,454.7,449.2,2022-02-04,2022-02-04,0 days,1.224,0.111
1401,794,Igarashi Motors,452,42.9,1422.68,0.33,5.14,-56.48,158.99,5.75,7.27,,451.5,,,457,452,456,,,,451.5,457,451.5,2022-02-04,2022-02-04,0 days,1.218,0.111
1402,750,Ajmera Realty,458,38.59,1624.99,0.29,11.43,48.44,98.48,-8.56,6.48,,457.5,,,463,458,462,,,,457.5,463,457.5,2022-02-04,2022-02-04,0 days,1.202,0.109
1403,1090,Wim Plast,459.1,13.78,551.07,1.08,10.2,46.76,86.72,43.13,11.73,,458.6,,,464.1,459.1,463.1,,,,458.6,464.1,458.6,2022-02-04,2022-02-04,0 days,1.199,0.109
